Sampling Location,Duplicate Sample,Sample Date,Sample Time,Weather Condition (Dry or Wet),Top Sample Temperature (ºC),Bottom Sample Temperature (ºC),Site Actual Depth (ft),Top Sample Depth(ft),Bottom Sample Depth (ft),Top Salinity  (psu),Bottom Salinity  (psu),Top Conductivity (S/m),Bottom Conductivity (S/m),"CTD (conductivity, temperature, depth profiler) Top Dissolved Oxygen (mg/L)","CTD (conductivity, temperature, depth profiler) Bottom Dissolved Oxygen (mg/L)",Percentage O2 Saturation Top Sample,Percentage O2 Saturation Bottom sample,Light Trans (% transparency) Top Sample,Light Trans (% transparency) Bottom Sample,Top Sigma-T (kg/m3),Bottom Sigma-T (kg/m3),Top Fluorometer (mg/m3),Bottom Fluorometer mg/m3,"CTD (conductivity, temperature, depth profiler) PH Top Sample","CTD (conductivity, temperature, depth profiler) PH Bottom Sample",Top Sample Photosysthetically Active Radiation Reference (400-700nm light (uE/S),Top Sample Par (uE/S m2),Bottom Sample Par uE/S (uE/S m2),Oxidation Reduction Potential (mV) Top Sample,Oxidation Reduction Potential (mV) Bottom Sample,Current Speed (knot),Current Direction (Current Direction),Wind Speed (mph),Wind Direction (Wind Direction),Sea State ,Winkler Method Top Dissolved Oxygen (mg/L),Winkler Method Bottom Dissolved Oxygen (mg/L),Secchi Depth (ft),Top PH,Bottom PH,Top Total Coliform Cells/100 mL,Top Bottom Coliform Cells/100 mL,Fecal Coliform Top Sample Less Than or Greater Than Result,Fecal Coliform Bottom Sample Less Than or Greater Than Result,Top Fecal Coliform Bacteria (Cells/100mL),Bottom Fecal Coliform Bacteria (Cells/100mL),Enterococcus Top Sample Less Than or Greater Than Result,Enterococcus Bottom Sample Less Than or Greater Than Result,Top Enterococci Bacteria (Cells/100mL),Bottom Enterococci Bacteria (Cells/100mL),Top Nitrate/Nitrite (mg/L),Bottom Nitrate/Nitrite (mg/L),Top Ammonium (mg/L),Bottom Ammonium (mg/L),Top Ortho-Phosphorus (mg/L),Bottom Ortho-Phosphorus (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Bottom Total Kjeldhal Nitrogen (mg/L),Top Silica (mg/L),Bottom Silica (mg/L),Total Phosphorus(mg/L),Bottom Total Phosphorus (mg/L),Top Total Suspended Solid (mg/L),Bottom Total Suspended Solid (mg/L),Top Active Chlorophyll 'A' (µg/L),Bottom Active Chlorophyll 'A' (µg/L),Chlorophyll Top Sample Field (u/L (YSI),Chlorophyll Bottom Sample Field (u/L (YSI),TOP Total Organic Carbon (mg/L),Top Dissolved Organic Carbon (mg/L),Bottom Dissolved Organic Carbon (mg/L),Top Dissolved Organic Carbon YSI (mg/L),Bottom Dissolved Organic Carbon YSI (mg/L),Top Sample Depth  YSI (ft),Bottom Depth  YSI (ft),Top Sample Salinity YSI (psu),Bottom Sample Salinity YSI (psu),Top Sample Temperature  YSI (ºC),Bottom Sample Temperature YSI (ºC),Top Bacteria # per C.C. 1909,Bottom Bacteria # per C.C. 1909,Top Beam Attenuation Coefficient,Bottom Beam Attenuation Coefficient,Top Five-Day Biochemical Oxygen Demand(mg/L),Bottom Five-Day Biochemical Oxygen Demand(mg/L),Top PCB Plate Count (Thous/mL) ,Bottom PCB plate Count (Thous/mL) ,Top Coliform (Log No/mL),Bottom Coliform (Log No/mL),Oakwood BOD Top Sample (mg/L) ,Oakwood BOD Bottom Sample(mg/L),Oakwood  Total Suspended Solid Top Sample  (mg/L),Oakwood Total Suspended Solid Bottom Sample (mg/L),Top Turbidity( Nephelometric Turbidity Units),Bottom Turbidity YSI (Nephelometric Turbidity Units),Sampling Comment,Long,Lat,Type
NC3,,02/18/2010,10:01 AM,Dry,1.66,1.54,25,3,23,21.97,23.36,1.99,2.1,14.36,13.96,119.47,116.89,58.4,54.85,17.56,18.68,59.2189,65.6848,9.44,9.52,776.55,26.27,0,98.311,91.517,1.9,NW,15,NW,1,13.2,12.99,3,7.93,8,,,,,12,10,,E,80,52,0.368,,0.42,,0.041,,1.559,,0.564,,0.167,,10,10.2,44.6,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,06/17/2008,11:16 AM,Wet,20.44,19.56,17,4,15,21.61,22.78,3.13,3.23,5.09,2.42,64.27,30.19,,,14.47,15.57,49.3968,8.1133,,,1044.6,41.33,0.02,,,WEAK,W,7,NW,1,4.68,3.52,3.5,7.09,7.06,,,,,4,4,,,56,72,0.27,,0.53,,0.151,,1.48,,1.1,,0.28,,4.8,4.8,33.6,,,,,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC2,,05/12/2004,11:25 AM,Wet,14.04,12.66,15,4,14,19.89,20.16,2.52,2.47,,,,,,,14.54,14.98,,,,,,,,,,Slack,Slack,3,W,1,4.02,3.79,2.5,7.45,7.46,,,,,800,800,,,51,41,0.316,,0.594,,0.102,,1.58,,1.75,,0.212,,9.4,7.4,3.14,,15.4,,,3.3,,2.36,3.16,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,06/24/2015,9:53 AM,Wet,21.77,21.28,20,3,18,20.77,21.44,3.11,3.17,4.55,2.74,58.46,35.03,65.52,69.23,13.5,14.13,10.187,3.7588,,,,3901,16.59,209.431,214.298,,,4,WNW,1,4.06,3.29,2,7.2,7.16,,,,,"20,000",6200,,,1060,860,0.275,,0.498,,0.14,,0.978,,1.45,1.449,0.287,,15,18,24.7,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,08/15/2007,10:50 AM,Dry,24.61,23.82,20,4,19,20.56,23.55,3.27,3.63,6.07,0.17,82.24,2.38,,,12.58,15.05,2.1904,9.5313,,,1684.95,95.2,0,17.998,-6.789,0,E,9,W,1,2.38,2.13,1.5,7.48,7.22,,,,,88,24,,,40,80,0.015,,0.045,,0.164,,1.72,,1.56,,0.37,,7.75,5.5,30.64,,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,06/01/2016,9:45 AM,Wet,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,weak,NW,4.0,E,1,6.62,,2.5,7.39,,,,,,"4,100",,E,,60,,0.315,,0.332,,0.089,,0.708,,2.036,,0.178,,11,,65.80,,39.39,,,2.94,,7.38,,,,24.70,,19.02,,,,,,,,,,,,,,,,2.87,,Brown water. No bottom due to malfunction of overhead winch.,-73.927040,40.724545,Permanent
NC3,,06/07/2006,10:36 AM,Wet,18.02,17.78,21,5,20,18.45,19.45,2.58,2.69,3.69,3.51,43.61,41.57,,,12.64,13.45,,,,,,15.08,,72.198,61.277,0.7,S,13,NE,1,4.07,3.96,3.5,7.16,7.19,,,,,152,140,,,635,269,0.301,,0.869,,0.133,,1.9,,1.27,,0.254,,24.25,10.75,23.15,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC3,,08/27/2008,10:42 AM,Dry,22.89,22.85,22,4,20,23.07,23.89,3.5,3.61,5.62,3.57,74.91,47.71,,,14.94,15.57,33.7847,6.7125,,,1595.8,66.53,0,,,0.3,W,4,NNE,1,5.88,5.14,4.5,7.39,7.34,,,,,48,60,,,16,10,0.246,,0.36,,0.183,,3.52,,2.39,,0.292,,14.4,14.4,36.11,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC0,,07/01/2013,10:05 AM,Dry,23.28,22.11,17,3,11,19.96,21.11,3.1,3.18,10.05,4.83,132.05,62.55,129.13,24.77,12.5,13.67,18.2789,20.9613,,,686.41,313.42,23.73,,,weak,NE,5,SW,1,8.49,6.53,3,7.61,7.57,,,,,260,324,E,E,12,30,0.186,,0.344,,0.15,,1.16,,2.89,,0.287,,3,3,50.82,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,Light Rain. Dark water,-73.931556,40.714961,Permanent
NC1,,09/21/2005,10:20 AM,Dry,24.16,24.23,22,4,22,11.09,23.27,1.84,3.63,,,22.06,1.78,76,50.08,5.6,14.73,66.1,3.31,8.28,8.14,1889,24.21,0.06,-130.97,-229.06,0.2,SW,6,NW,1,0,0,2,7.11,7.08,,,,,800,455,,,710,300,0.058,,4.05,,0.59,,6.78,,3.65,,0.932,,4,6,120,,,,,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC0,,10/21/2015,9:18 AM,Dry,15.85,15.83,13,4,11,23.21,23.19,3.03,3.02,3.91,3.99,45.48,46.39,67.9,68.3,16.74,16.72,8.6495,9.7139,,,,975.93,100.68,190.773,189.997,LW  0,0,0,0,1,4.47,5.54,4.5,7.24,7.27,,,,,39,44,E,,36,80,0.381,,0.614,,0.229,,0.96,,4.784,4.533,0.367,,6,7,16.5,,,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration system operational between NC0 and NC1.,-73.931556,40.714961,Permanent
NC2,,12/11/2012,10:45 AM,Wet,8.86,8.82,20,3,14,23.11,24.23,2.54,2.65,5.8,6.45,58.05,64.94,85.66,85.99,17.85,18.73,6.1039,5.6772,,,1527.4,806.56,64.8,129.022,126.695,0.2,E,7,W,1,6.48,6.68,5.5,7.38,7.42,,,,,460,250,,E,340,180,0.646,,0.52,,0.146,,0.653,,3.22,,0.206,,2,5,4.2,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,06/16/2004,10:52 AM,Dry,22.21,19.88,18,6,13,18.64,18.88,2.84,2.74,,,101.1,15.58,,,11.78,12.54,,,,,,,,,,0.3,E,4,NE,1,,,2.5,7.3,7.28,,,,,2000,2000,,,11,18,0.151,,0.492,,0.127,,1.8,,2.62,,0.33,,23.8,48.6,55.92,,55,,,,,7.88,1.27,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC0,,08/17/2005,10:15 AM,Dry,26.04,24.65,19,3,18,12.61,22.71,2.15,3.57,,,1.64,1.72,60.63,15.53,6.22,14.18,15.8,3.99,8.12,8.1,1904.1,57.05,0.07,-304.84,-312.52,,,7,W,1,0,0,1.5,6.93,6.97,,,,,4000,2100,,,4000,1480,0.014,,2.52,,0.463,,4.98,,3.68,,0.638,,1.25,4.5,19.76,,,,,7.77,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC2,,07/28/2010,10:10 AM,Dry,25.02,24.65,19,3,19,23.34,23.97,3.69,3.75,3.45,2.94,47.82,40.61,51.76,62.9,14.55,15.13,65.2547,38.3204,7.31,7.28,948.59,34.35,0,141.103,140.019,0.2,E,3,W,1,4.8,2.46,2,7.39,7.27,,,,,84,40,E,E,24,24,0.146,,0.23,,0.136,,1.796,,1.34,,0.302,,3.2,5.4,85,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC1,,03/09/2005,10:39 AM,Wet,,,18,,,,,,,,,,,,,,,,,,,,,,,,0.7,ESE,11,NW,1,9.57,9.08,1.5,7.3,7.32,,,,,35,32,,,116,144,,,,,,,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,10/01/2014,9:15 AM,Dry,20.6,21.23,20,3,16,22.94,23.93,3.32,3.5,3.43,2.78,43.68,36.01,73.47,77.44,15.44,16.03,11.4632,2.6331,,,130.38,196.26,4.83,263.772,263.725,0.1,S,5,NNE,1,3.21,3.28,3,7.24,7.28,,,,,198,124,E,E,4,24,0.346,,0.625,,0.205,,0.642,,3.159,3.193,0.325,,26,15,10.6,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC3,,09/04/2008,10:46 AM,Dry,24.01,23.61,19,3,20,22.65,23.95,3.52,3.67,8.39,4.22,113.75,57.3,,,14.32,15.41,59.6184,4.1203,,,1728.05,120.26,0,,,0.1,W,2,N,1,5.5,5.64,4,7.35,7.32,,,,,12,44,,,20,4,0.263,,0.363,,0.142,,1.57,,1.07,,0.24,,24.8,18.4,34.88,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,09/17/2013,10:23 AM,Dry,21.33,21.4,17,3,13,23.45,23.65,3.44,3.47,3.17,3.21,41.02,41.6,34.85,23.2,15.64,15.78,20.3547,19.8021,,,1707.8,2805.8,105.02,,,0.4,W,6,E,1,3.45,3.36,3.5,7.29,7.27,,,,,193,180,E,E,24,24,0.412,,0.426,,0.18,,1.127,,4.35,,0.299,,7,9,15.9,,,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC2,,06/09/2004,11:28 AM,Dry,20.81,18.25,18,4,17,19.19,19.56,2.83,2.73,,,119.23,30.24,,,12.55,13.43,,,,,,,,,,0.6,E,6,W,1,,,2,7.51,7.31,,,,,58,20,,,15,9,0.31,,0.598,,,,1.74,,2.13,,0.262,,43.8,1,42.72,,143,,,3.96,,9.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,11/20/2008,11:07 AM,Dry,,,23,,,,,,,,,,,,,,,,,,,,,,,,0.3,E,5,NNW,1,6.06,6.85,8,7.26,7.35,,,,,251,200,,,12,16,0.505,,0.784,,0.135,,1.18,,2.67,,0.187,,10.4,7.6,1.3,,,,,3.1,,,,,,21,21.9,10.5,10.8,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC0,,02/08/2011,10:21 AM,Wet,1.94,1.54,18,3,19,22.44,23.08,2.05,2.08,9.66,9.69,81.2,80.94,67.43,67.75,17.92,18.45,35.7027,53.8557,8.91,8.92,1766.4,20.98,0,198.803,207.468,0.3,SW,6,NW,1,11.66,11.3,3.5,7.5,7.5,,,,,144,90,,E,200,20,0.371,,0.74,,0.072,,1.501,,1.56,,0.184,,6,10,47.4,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC3,,05/26/2010,10:50 AM,Dry,16.19,15.42,23,3,19,22.25,22.64,2.93,2.93,4.96,6.24,57.77,71.68,,,15.93,16.39,4.1836,4.2348,,,,,,,,WEAK,E,4,W,1,7.54,7.61,2,7.55,7.49,,,,,30,62,E,E,3080,1440,0.501,,0.522,,0.076,,1.233,,1.33,,0.177,,11.4,9.4,7.3,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,06/16/2004,11:27 AM,Dry,21.8,19.83,22,6,21,18.96,19.64,2.86,2.84,,,104.37,33.62,,,12.13,13.13,,,,,,,,,,0.5,W,4,NE,1,,,2,7.11,7.15,,,,,2000,123,,,12,9,0.29,,0.639,,0.163,,1.79,,2.47,,0.308,,0.6,19,21.32,,54.7,,,,,8.19,2.73,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC0,,08/13/2008,10:16 AM,Wet,24.08,23.28,14,4,16,20.25,21.92,3.19,3.37,3.3,0.14,44.27,1.93,,,12.49,13.97,37.6908,7.6628,,,1299.6,24.38,0,,,0,0,0,0,1,0,0,2.5,6.92,6.9,,,,,8,60,,,1700,2300,0.018,,0.702,,0.302,,1.65,,1.23,,0.46,,8,10.4,13.79,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC1,,07/26/2006,10:12 AM,Dry,23.29,22.67,23,5,19,20.36,20.95,3.15,3.19,4.76,0.14,62.88,1.9,,,12.79,13.4,,,,,,,,22.2,-174.522,0.3,NE,LT,AIRS,1,1.71,0.56,3,7.11,7.04,,,,,680,760,,,326,1921,0.055,,0.62,,0.18,,1.719,,1.2,,0.197,,19.75,32.5,44.72,,,,,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,10/28/2015,9:36 AM,Dry,15.07,15.22,22,3,19,24.91,25.34,3.17,3.23,6.55,6.18,75.82,71.91,70.93,61.84,18.2,18.51,6.2572,3.3183,,,,247.7,1.98,282.501,280.899,HW  0,0,7,E,1,7.37,6.85,4.5,7.57,7.58,,,,,47,36,E,E,32,36,0.506,,0.25,,0.129,,0.621,,2.949,2.93,0.22,,29,35,11.8,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC1,,07/10/2012,10:09 AM,Dry,24.01,23.44,21,3,19,23.15,23.92,3.59,3.66,6.25,1.87,84.98,25.21,46.38,79.36,14.69,15.43,91.5651,8.3582,7.73,7.25,1020.7,1653.3,5.5,130.314,121.059,LW SLK,,4,E,1,4.07,2.41,2.5,7.31,7.15,,,,,236,92,E,E,4,10,0.118,,0.238,,0.137,,0.951,,1.64,,0.304,,7,8,16.8,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,08/04/2010,11:03 AM,Dry,24.04,23.66,17,4,16,23.98,24.25,3.71,3.72,2.92,1.72,39.93,23.43,70.37,79.17,15.31,15.62,39.0407,14.876,7.34,7.23,2021.9,81.37,1.78,138.112,139.286,SLK,,CALM,,1,4.46,3.64,5,7.17,7.11,,,,,80,53,E,E,8,8,0.254,,0.528,,0.186,,1.51,,1.97,,0.303,,4,3.6,25.4,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC1,,07/20/2005,10:25 AM,Dry,26.04,23.23,22,3,22,13.27,20.61,2.25,3.18,,,15.91,1.41,77.91,42.26,,,45.15,10.13,8.05,8,2139.9,80.73,0.07,-254.21,-283.74,0.4,N,6,NW,1,0,0,2.5,6.87,6.87,,,,,800,196,,,340,184,0.075,,2.37,,,,5.67,,1.96,,0.614,,6.5,27,65.76,,,,,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC3,,07/23/2012,10:38 AM,Dry,23.7,22.85,25,3,22,23.81,24.49,3.66,3.69,5.87,3.92,79.72,52.55,38.19,64.3,15.27,16.03,110.5585,12.2059,7.66,7.46,2022.9,3621.7,2.3,134.387,128.982,0.3,W,CALM,,1,7.09,5.53,2,7.44,7.37,,,,,259,193,E,E,8,12,0.232,,0.15,,0.13,,0.949,,0.534,,0.261,,12,10,21,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,08/28/2012,11:01 AM,Wet,24.74,24.5,12,4,11,22.96,24.51,3.62,3.82,2.09,1.63,28.75,22.59,47.61,56.84,14.35,15.58,85.7076,45.7207,,,1103.9,536.49,13.65,194.599,200.38,0.2,W,8,W,1,2.68,2.46,2,7.08,7.1,,,,,155000,135000,E,E,8900,8400,0.242,,0.266,,0.148,,1.25,,2.16,,0.372,,17,17,20.6,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,08/31/2016,9:38 AM,Dry,26.15,26.11,18.0,3,13,23.65,23.74,3.8,3.8,5.03,4.65,71.0,65.7,57.7,59.3,14.45,14.53,13.66,12.62,7.38,7.36,1771,821,5,348.71,356.50,0.0,0.0,4.0,W,1,4.90,5.11,2.5,7.34,7.34,,,,,92,172,E,E,36,36,0.309,,0.803,,0.180,,1.405,,3.669,3.641,0.368,,22,20,19.20,,,,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration on,-73.931556,40.714961,Permanent
NC3,,06/15/2005,11:12 AM,Dry,21.83,18.96,22,4,18,14.8,22.91,2.29,3.2,,,57.7,57.6,101.87,31.54,8.98,15.82,10.32,4.21,7.74,8.022,2127.65,78.21,0.18,194.74,148.82,0.9,W,7,SE,1,4.63,5.17,1,7.12,7.25,,,,,40,18,,,10,8,,,,,,,9.13,,3.03,,1.11,,62.75,48,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,11/17/2004,11:22 AM,Dry,11.27,11.15,24,5,24,20.9,22.32,2.46,2.61,,,36.8,46.07,65.08,73.95,15.78,16.9,,,,,,,,,,0.1,SW,0,0,1,5.56,7.25,5.5,7.49,7.55,,,,,38,52,,,22,80,0.606,,0.586,,0.129,,1.32,,2.93,,0.212,,13.75,14.25,11.8,,,,,3.04,,3.53,4.39,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,09/22/2004,10:48 AM,Dry,21.71,22.76,20,5,19,13.84,17.12,2.14,2.66,,,93.17,26.39,36.9,64.75,8.29,10.49,,,,,,,,,,0,0,,,1,2.84,1.36,3,7.29,7.17,,,,,1180,1547,,,92,533,0.408,,0.501,,0.143,,1.55,,2.48,,0.256,,10.2,42,44.64,,47.2,,,4,,7.54,2.06,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC3,,04/05/2006,10:44 AM,Wet,,,22,,,,,,,,,,,,,,,,,,,,,,,,0.4,N,6,SW,1,12.19,12.07,2.5,8.13,8.14,,,,,820,1020,,,660,530,0.284,,0.362,,0.054,,1.4,,0.256,,0.186,,30.5,42.25,99.59,,,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC3,,09/13/2006,10:40 AM,Dry,20.96,21.19,23,6,22,22.47,23.31,3.28,3.41,7.59,4.61,97.2,59.61,,,14.99,15.58,,,,,,,,62.784,72.133,0.4,W,LT+AIR,LT+AIR,1,7.36,6.07,3.5,7.55,7.46,,,,,72,28,,,58,60,0.408,,0.255,,0.1,,1.36,,1.87,,0.214,,17.5,1.25,65.6,,,,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,07/19/2006,10:26 AM,Wet,22.91,21.06,18,6,17,20.67,21.41,3.17,3.15,3.18,0.1,41.81,1.32,,,13.13,14.16,,,,,,,,37.878,-81.928,0.3,W,9,E,1,3.23,3.81,2,7.59,7.26,,,,,"4,001",3220,,,410,1960,0.038,,0.28,,0.068,,2.248,,0.397,,0.278,,51,37.75,117.36,,,,,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC3,,08/29/2007,11:09 AM,Dry,23.27,22.89,25,4,24,23.71,24.36,3.62,3.68,2.6,2.77,35.08,37.16,,,15.32,15.92,5.0911,1.9528,,,1653.3,149.66,-0.05,96.186,92.696,0.6,W,3,W,1,3.73,3.62,5,7.25,7.26,,,,,56,24,,,4,10,0.464,,0.528,,0.168,,1.09,,2.09,,0.224,,8.5,13.13,1.38,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,06/17/2015,9:32 AM,Wet,20.74,18.98,21,3,18,20.3,23.31,2.98,3.25,7.16,2.76,90.04,34.2,49.4,74.29,13.41,16.12,19.1994,3.1961,,,,3652.5,18.54,261.734,282.949,hwslk,,7,N,1,6.35,5.46,2,7.24,7.23,,,,,"21,000",16000,,,1000,840,0.307,,0.453,,0.094,,1.444,,1.634,1.662,0.24,,17,18,20,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,10/07/2015,9:43 AM,Dry,19.5,18.82,18,3,17,23.49,24.54,3.31,3.4,3.16,3.82,39.59,47.56,77.16,66.97,16.13,17.09,5.8194,-1.8204,,,,0,0,182.82,176.404,0.3,W,3,E,1,3.87,3.58,4.5,7.18,7.2,,,,,69,58,E,E,56,52,0.446,,0.44,,0.188,,0.631,,4.022,4.192,0.226,,21,16,11.8,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,08/21/2008,10:30 AM,Dry,23.18,22.84,24,5,22,22.09,23.23,3.39,3.52,5.17,3.44,68.91,45.86,,,14.12,15.07,15.5883,2.3654,,,1787.35,93.02,0,,,0.6,SE,2,NE,1,5.31,4.64,3.5,7.64,7.57,,,,,4,4,,,4,4,0.252,,0.46,,0.198,,1.29,,2.39,,0.297,,19.2,14.4,20.56,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC3,,04/28/2010,10:59 AM,Wet,10.73,10.41,24,3,20,21.21,21.58,2.46,2.48,5.16,6.21,53.24,63.76,,,16.1,16.44,3.9452,4.0049,,,,,,,,hw slack,,16,NW,1,6.96,7.09,3.5,7.23,7.24,,,,,510,390,E,E,140,160,0.282,,0.555,,0.09,,1.325,,1.2,,0.141,,8.6,14,2.8,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC0,,08/25/2010,10:38 AM,Wet,21.66,24.14,18,3,16,11.16,23.55,1.76,3.66,3.91,0.43,47.52,5.77,42.62,79.03,6.28,14.96,9.3218,6.9305,7.46,7.35,471.81,17.48,0,136.248,156.835,HW SLK,,CALM,,1,3.59,2.05,1.5,6.7,6.74,,,E,,"200,000",68000,E,E,20000,20000,0.215,,0.921,,0.245,,1.97,,2.06,,0.383,,11.4,9.6,1.1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC3,,10/01/2014,9:34 AM,Dry,20.98,21,22,3,17,23.88,24.04,3.47,3.49,4.65,4.7,60.01,60.62,35.35,30.45,16.06,16.17,6.2742,5.4199,,,119.22,177.71,0,169.149,182.218,weak,E,3,NNE,1,3.55,3.73,2,7.36,7.38,,,,,22,58,E,E,28,8,0.484,,0.476,,0.166,,0.75,,2.88,2.866,0.392,,18,75,8.04,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,10/28/2015,9:27 AM,Dry,14.87,15.52,22,3,21,24.16,25.34,3.07,3.25,7.12,5.72,81.63,66.88,68.93,78.42,17.67,18.45,14.1091,2.0384,,,,265.79,1.82,295.584,294.279,WEAK,S,9,E,1,7.66,6.79,4,7.56,7.54,,,,,72,69,E,E,32,16,0.522,,0.287,,0.124,,0.763,,3.121,3.017,0.236,,28,17,31.5,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,06/26/2012,11:45 AM,Wet,21.98,22.25,21,3,20,16.55,22.22,2.54,3.34,5.12,1.12,64.41,14.7,,,10.27,14.47,112.8639,8.2568,,,,,,,,0.3,S,8,N,1,3.68,2.08,2,7.08,7.04,,,,,102000,79000,,,6800,3500,0.27,,0.378,,0.137,,1.471,,1.93,,0.334,,12,8,4.6,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,12/14/2005,10:43 AM,Dry,4.23,6.7,21,5,21,18.17,20.78,1.8,2.18,,,65.43,68.06,51.42,47.48,14.41,16.27,2.07,1.56,,,1327.95,47.59,0.99,57.01,59.46,0.5,SW,12,N,1,7.67,8.34,5,7.5,7.51,,,,,35,12,,,55,58,0.559,,0.807,,0.125,,1.78,,4.32,,0.224,,12.25,10.25,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC0,,08/20/2013,10:07 AM,Dry,23.07,22.62,17,3,14,21.84,22.94,3.34,3.46,15.04,2.87,198.96,37.87,109.76,39.27,13.97,14.92,16.0755,20.1973,,,1657.7,1434.8,15.41,,,0,0,calm,calm,1,8.39,5.71,2,7.56,7.44,,,,,220,184,E,E,28,16,0.188,,0.392,,0.19,,1.236,,2.71,,0.345,,5,7,58.6,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,Brown water,-73.931556,40.714961,Permanent
